"f10","f15","b1","b2","b3","age","numkids","partner","selfempl","nonequity.wealth.cat","lincome","male","adv.lit.index","bsc.lit.index","edu1","edu2","edu3","edu4","edu5","edu6","retired","mkt.part"
"better","intermediate or high","4","a lot","a lot","40s",1,"Nee",0,"1",8.412611,"female",0.27460659,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","some","50s",1,"Ja",0,"4",9.8815603,"female",0.3201924,-1.948145,0,0,1,0,0,0,0,0
"better","dont know","5","some","some","30s",2,"Ja",0,"3",10.385976,"male",-0.95356476,-0.37718052,0,1,0,0,0,0,0,0
"better","intermediate or high","6","a lot","a lot","50s",3,"Ja",0,"4",10.267412,"male",0.85747272,0.79180282,0,1,0,0,0,0,0,1
"no sibling","low","6","some","little","40s",0,"Ja",0,"1",9.9010134,"male",0.80344796,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","3","some","some","30s",0,"Nee",0,"2",9.5997725,"female",0.82013547,0.79180282,0,0,0,0,1,0,0,1
"no sibling","dont know","6","some","little",">60",0,"Ja",0,"4",10.850846,"male",0.60429901,0.79180282,0,0,0,1,0,0,1,0
"better","intermediate or high","5","some","some","30s",2,"Nee",0,"1",9.8132677,"female",-2.2568152,-1.3150097,0,1,0,0,0,0,0,0
"worse","intermediate or high","5","some","some","30s",2,"Ja",0,"2",10.347927,"female",0.89946336,0.79180282,0,0,0,1,0,0,0,0
"no sibling","low","4","hardly at all","little",">60",0,"Ja",0,"4",10.30328,"male",-1.0471933,0.79180282,0,0,0,0,1,0,1,0
"better","intermediate or high","4","little","little","40s",2,"Ja",0,"4",10.029343,"male",0.084429845,-1.0805415,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","little","some","40s",0,"Ja",0,"3",10.256501,"male",0.82730883,0.49042296,0,0,1,0,0,0,0,1
"no sibling","low","4","little","some","40s",2,"Nee",NA,NA,9.4181118,"female",-0.19161059,0.49042296,0,0,0,1,0,0,0,NA
"better","intermediate or high","5","some","some",">60",0,"Ja",0,"4",10.299911,"male",0.95670605,0.79180282,0,0,0,0,0,1,1,0
"better","intermediate or high","4","hardly at all","some","40s",4,"Ja",0,"1",10.875543,"female",-1.5840825,-0.44740623,0,0,0,0,1,0,0,0
"better","intermediate or high","6","some","some","40s",2,"Ja",0,"4",10.57133,"male",-2.4862831,-0.37718052,0,0,0,0,1,0,0,0
"no sibling","low","6","a lot","a lot","40s",0,"Ja",NA,NA,10.602633,"female",0.80457455,0.79180282,0,0,1,0,0,0,0,NA
"worse","low","4","little","little","50s",2,"Ja",0,"2",10.239057,"male",0.8910414,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","2","hardly at all","some","50s",0,"Nee",1,"1",9.2747059,"male",0.37613559,0.79180282,0,0,0,0,1,0,0,0
"no sibling","low","5","some","some","30s",1,"Ja",0,"3",10.956475,"female",-1.9046112,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","5","a lot","some","<30",0,"Nee",0,"1",10.416983,"female",0.57662553,-0.77916163,0,0,0,0,1,0,0,0
"no sibling","dont know","6","little","some","50s",2,"Ja",0,"1",9.9591436,"male",-2.3921213,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","6","a lot","a lot","40s",2,"Ja",0,"3",10.406635,"female",0.5685153,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","4","a lot","some","30s",3,"Ja",0,"3",10.361197,"female",-1.1682298,-0.77916163,0,0,0,1,0,0,0,0
"worse","intermediate or high","5","hardly at all","some",">60",0,"Ja",0,"2",10.341253,"male",0.49018729,-0.14271231,0,0,1,0,0,0,1,0
"worse","dont know","5","little","hardly at all","50s",3,"Ja",0,"2",9.582408,"male",0.097773023,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","little","40s",3,"Ja",0,"2",10.132084,"male",-1.9510518,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","5","some","a lot","30s",0,"Nee",NA,NA,9.9230871,"female",0.82730883,0.49042296,0,0,1,0,0,0,0,NA
"worse","intermediate or high","5","little","some","40s",2,"Ja",0,"3",10.342578,"female",0.1042505,0.49042296,0,1,0,0,0,0,0,1
"better","intermediate or high","5","some","a lot","50s",0,"Ja",1,"4",10.6867,"female",0.83358723,0.49042296,0,0,1,0,0,0,0,0
"better","intermediate or high","5","little","little","40s",2,"Ja",0,"4",10.406644,"female",-0.69372439,0.15866753,0,1,0,0,0,0,0,0
"better","intermediate or high","4","little","some","50s",0,"Nee",0,"2",9.5201664,"male",0.8910414,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","5","little","little",">60",1,"Nee",0,"3",9.0675192,"female",0.61535251,0.79180282,0,1,0,0,0,0,1,0
"better","intermediate or high","6","little","some","30s",0,"Nee",0,"3",9.5875683,"female",0.57790315,-0.37718052,0,0,1,0,0,0,0,0
"no sibling","low","2","some","little","30s",1,"Nee",0,NA,9.1145878,"female",-0.5830971,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","hardly at all","hardly at all","40s",2,"Ja",NA,NA,10.506743,"female",0.64209515,0.15866753,0,0,0,0,1,0,0,NA
"better","intermediate or high","5","some","some","30s",1,"Ja",0,"2",10.3529,"male",0.39198893,-0.14602637,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","some","some",">60",1,"Ja",0,"4",9.3928337,"male",0.65370238,0.49042296,0,0,0,1,0,0,0,1
"better","intermediate or high","5","a lot","little","30s",0,"Nee",0,"2",10.56798,"male",0.79464775,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","3","hardly at all","little","30s",0,"Ja",0,"3",10.435544,"female",0.018945087,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","4","some","some",">60",0,"Nee",0,"2",9.3108835,"female",-0.36177379,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","6","some","some","50s",2,"Ja",0,"3",11.024136,"male",0.19158423,0.49042296,0,0,0,0,1,0,0,1
"no sibling","dont know","5","hardly at all","some",">60",0,"Nee",0,"1",9.2827778,"female",-2.161674,-0.14602637,1,0,0,0,0,0,0,0
"better","low","6","a lot","a lot","40s",2,"Ja",0,"4",10.564052,"male",0.77207023,0.49042296,0,0,0,0,1,0,0,1
"better","intermediate or high","7 zeer goed","a lot","some","40s",0,"Nee",0,"3",9.5541029,"male",0.96102041,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","6","hardly at all","little","50s",0,"Ja",0,"4",10.775897,"female",-0.31139153,0.49042296,0,1,0,0,0,0,0,0
"better","intermediate or high","6","a lot","a lot","50s",1,"Ja",0,"4",12.442866,"female",0.66018444,-1.6384716,0,0,1,0,0,0,0,0
"better","intermediate or high","6","some","little","40s",0,"Ja",0,"3",9.7260189,"female",0.70112365,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","6","a lot","some","30s",2,"Ja",1,"2",9.5990486,"female",0.52708799,0.49042296,0,1,0,0,0,0,0,0
"no sibling","intermediate or high","6","some","some","50s",0,"Ja",0,"4",10.314795,"female",0.64556551,0.79180282,0,0,0,0,1,0,0,0
"no sibling","low","4","little","some",">60",0,"Nee",0,"2",9.2627048,"male",0.4798778,-3.5108159,0,1,0,0,0,0,1,0
"worse","intermediate or high","5","some","some","50s",1,"Ja",0,"2",10.076492,"female",0.006162155,0.49042296,0,0,1,0,0,0,0,0
"worse","intermediate or high","4","little","some","50s",0,"Ja",0,"2",10.490952,"male",0.96102041,0.49042296,1,0,0,0,0,0,0,1
"worse","intermediate or high","6","some","some","50s",1,"Ja",0,"4",10.443707,"male",0.83358723,0.79180282,0,0,0,0,0,1,0,0
"no sibling","low","5","hardly at all","a lot","40s",3,"Ja",NA,NA,NA,"male",-2.0815558,0.79180282,0,0,1,0,0,0,0,NA
"better","low","4","some","little","30s",0,"Nee",0,"1",9.3865099,"male",0.85739416,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","5","some","some","40s",1,"Nee",0,"3",10.084034,"male",0.78178149,0.79180282,0,0,0,0,1,0,0,0
"worse","dont know","5","little","some","30s",1,"Ja",0,"2",10.708334,"male",0.33686131,0.79180282,0,0,0,0,0,1,0,0
"no sibling","low","4","little","some",">60",0,"Nee",0,"1",9.9332056,"male",0.322658,-0.14602637,0,0,0,1,0,0,1,0
"no sibling","intermediate or high","5","some","some","50s",0,"Ja",0,"3",9.3676567,"male",-2.1168954,-2.2495248,0,1,0,0,0,0,0,1
"better","intermediate or high","5","little","a lot","40s",1,"Ja",0,"4",10.141698,"female",0.49988911,-0.14271231,0,0,0,1,0,0,0,0
"no sibling","low","5","a lot","a lot","30s",2,"Nee",0,"1",9.6818056,"female",0.21319097,0.79180282,0,0,1,0,0,0,0,0
"better","low","2","hardly at all","little","40s",2,"Ja",NA,NA,9.7682915,"male",-0.83979946,0.15866753,1,0,0,0,0,0,0,NA
"better","intermediate or high","5","some","some","50s",0,"Ja",0,"1",9.7978792,"male",0.46556237,-0.67856038,0,0,0,0,1,0,1,0
"better","intermediate or high","3","hardly at all","little",">60",0,"Ja",0,"3",9.9755907,"female",0.77719343,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","3","hardly at all","little",">60",0,"Ja",0,"3",9.9165535,"male",-0.61386192,0.79180282,0,0,0,0,1,0,1,1
"better","intermediate or high","4","some","some","40s",2,"Ja",0,"3",10.092571,"female",-0.71412271,0.79180282,0,0,0,1,0,0,0,0
"no sibling","low","5","some","some","50s",0,"Ja",0,"4",10.000566,"male",0.82013547,0.79180282,0,0,1,0,0,0,0,1
"worse","intermediate or high","5","hardly at all","some","40s",0,"Nee",0,"2",10.501615,"female",0.39433357,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","3","little","some","50s",2,"Ja",NA,NA,NA,"female",0.30988878,-0.14602637,0,0,0,0,1,0,0,NA
"better","dont know","4","some","little","30s",3,"Ja",0,"4",9.7201424,"female",0.5691303,-0.77916163,0,0,1,0,0,0,0,0
"better","intermediate or high","6","hardly at all","hardly at all","30s",1,"Ja",0,"3",9.8600416,"female",0.61228603,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","6","a lot","little","50s",0,"Ja",0,"4",10.459116,"male",0.85174,-0.14602637,0,1,0,0,0,0,0,0
"better","intermediate or high","4","some","some","50s",0,"Ja",NA,NA,9.998497,"male",0.83784181,0.79180282,1,0,0,0,0,0,0,NA
"better","intermediate or high","5","some","little","40s",0,"Nee",0,"2",10.085951,"female",0.15995322,-0.14602637,0,1,0,0,0,0,0,0
"worse","intermediate or high","6","some","some","<30",0,"Nee",0,"1",8.4302588,"male",0.40704623,0.79180282,0,0,0,0,0,1,0,1
"no sibling","intermediate or high","5","little","little",">60",0,"Nee",0,"2",9.2771149,"female",-1.5579352,-1.6163895,0,0,0,1,0,0,0,0
"better","intermediate or high","2","some","little",">60",1,"Ja",0,"4",10.578471,"female",-0.49897945,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","6","some","a lot","50s",0,"Ja",NA,NA,10.130429,"male",0.719172,-0.14602637,0,0,0,0,0,1,0,NA
"better","intermediate or high","Ik weet het niet","little","little","50s",1,"Ja",0,"2",9.8530407,"female",0.42541921,-0.44740623,0,1,0,0,0,0,0,0
"better","intermediate or high","5","some","some","50s",2,"Ja",0,"3",9.9230795,"male",0.48348096,0.79180282,0,1,0,0,0,0,0,0
"no sibling","dont know","Ik weet het niet","hardly at all","hardly at all","<30",0,"Ja",0,"1",10.129812,"female",-2.3921213,-4.6797991,0,0,0,0,0,1,0,1
"no sibling","intermediate or high","5","some","some","30s",0,"Nee",NA,NA,9.6364956,"male",0.38326088,-0.77916163,0,0,1,0,0,0,0,NA
"worse","intermediate or high","7 zeer goed","little","hardly at all","40s",0,"Ja",0,"4",11.024268,"female",0.50195169,-1.0805415,0,1,0,0,0,0,0,0
"worse","intermediate or high","6","a lot","a lot","50s",3,"Ja",0,"3",10.30331,"male",0.72749764,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","6","some","some","40s",0,"Nee",0,"1",9.0784712,"male",0.21776037,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","5","some","little",">60",0,"Ja",0,"4",10.432327,"male",0.33282977,0.79180282,0,0,0,1,0,0,1,0
"worse","intermediate or high","5","little","little","50s",0,"Ja",0,"4",10.536137,"male",0.63300896,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","3","hardly at all","little","40s",0,"Nee",0,"3",9.913434,"female",-1.1936392,0.15866753,0,0,0,0,1,0,0,0
"better","intermediate or high","5","a lot","a lot","40s",2,"Ja",0,"3",10.329325,"male",0.73567885,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","4","hardly at all","some","50s",0,"Ja",0,"3",10.114407,"female",-2.9202559,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","7 zeer goed","a lot","a lot","50s",3,"Ja",0,"4",10.38947,"male",0.85747272,0.49042296,0,0,0,0,0,1,0,1
"better","intermediate or high","6","a lot","a lot","40s",4,"Ja",NA,NA,11.112339,"female",0.8910414,0.79180282,0,0,1,0,0,0,0,NA
"no sibling","intermediate or high","3","little","hardly at all","30s",0,"Ja",0,"3",9.6973858,"male",0.019576805,-4.3784194,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","4","some","some",">60",2,"Ja",0,"4",10.461466,"male",0.63491535,0.79180282,0,0,0,0,1,0,0,1
"no sibling","low","5","some","some","40s",2,"Ja",0,"3",9.5824699,"male",0.85747272,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","3","little","little","30s",3,"Ja",0,"4",10.096685,"female",-1.111504,0.15866753,0,0,1,0,0,0,0,0
"better","intermediate or high","4","some","a lot","30s",2,"Ja",0,"3",10.619387,"female",0.43911484,0.15866753,0,0,0,0,1,0,0,0
"no sibling","intermediate or high","2","hardly at all","some","<30",0,"Ja",NA,NA,9.9894609,"male",0.16684309,0.79180282,0,0,0,0,0,1,0,NA
"better","intermediate or high","4","a lot","little",">60",0,"Ja",0,"2",9.9467812,"male",0.6429888,0.79180282,0,0,0,0,0,1,1,0
"better","intermediate or high","5","a lot","little","40s",0,"Nee",NA,NA,9.5924778,"male",-0.032725442,-0.44740623,0,0,0,0,1,0,0,NA
"better","intermediate or high","2","hardly at all","little",">60",0,"Nee",0,"2",10.271644,"female",-2.3921213,0.79180282,0,0,0,0,1,0,0,0
"better","low","4","hardly at all","a lot","50s",0,"Ja",0,"1",10.019197,"male",-0.4627451,-2.8776808,0,0,0,0,1,0,0,0
"better","low","2","hardly at all","hardly at all","30s",0,"Nee",0,"1",9.725028,"male",0.69469452,0.79180282,0,0,0,1,0,0,0,0
"better","intermediate or high","4","little","little","40s",2,"Ja",0,"3",10.147976,"male",0.7183882,0.79180282,0,0,1,0,0,0,0,1
"no sibling","intermediate or high","Ik weet het niet","hardly at all","hardly at all","50s",1,"Ja",0,"3",9.7131338,"male",-0.35968056,-1.0805415,0,1,0,0,0,0,0,0
"better","intermediate or high","1 zeer slecht","some","some","30s",2,"Nee",NA,NA,10.24019,"female",0.51739174,0.79180282,0,1,0,0,0,0,0,NA
"better","intermediate or high","4","little","little","30s",2,"Ja",0,"1",10.229936,"female",0.40843436,0.79180282,0,0,1,0,0,0,0,0
"no sibling","low","6","some","some","30s",0,"Ja",NA,NA,10.285351,"male",0.62437224,0.79180282,0,0,1,0,0,0,0,NA
"better","intermediate or high","5","hardly at all","some","50s",1,"Ja",0,"3",10.055502,"female",0.55103022,0.49042296,0,1,0,0,0,0,0,0
"worse","intermediate or high","6","hardly at all","little","30s",0,"Nee",NA,NA,9.6553164,"female",0.021819539,-1.6384716,0,0,1,0,0,0,0,NA
"better","intermediate or high","Ik wil het niet zeggen","hardly at all","some","30s",1,"Ja",0,"4",9.7203379,"female",-1.8337737,-1.3150097,0,0,1,0,0,0,0,0
"better","intermediate or high","4","some","a lot","30s",1,"Nee",0,"1",9.5981321,"female",0.21694779,-0.14602637,0,0,1,0,0,0,0,0
"no sibling","low","5","hardly at all","some","40s",2,"Ja",NA,NA,11.014896,"female",-1.8417161,-0.67856038,0,1,0,0,0,0,0,NA
"better","intermediate or high","4","some","some","40s",2,"Ja",0,"4",10.439295,"female",0.75866383,0.49042296,0,0,0,1,0,0,0,1
"no sibling","intermediate or high","4","hardly at all","some","30s",0,"Nee",0,"2",10.152712,"male",0.82091075,0.79180282,0,0,1,0,0,0,0,0
"no sibling","dont know","4","little","some","40s",1,"Ja",0,"3",9.7107506,"male",-0.075292237,0.15866753,0,0,0,0,1,0,0,0
"worse","intermediate or high","4","some","some",">60",0,"Ja",0,"4",10.524807,"male",0.60361487,0.79180282,0,0,0,0,1,0,1,1
"worse","intermediate or high","5","a lot","some","30s",0,"Ja",0,"2",10.759045,"male",1.0239724,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","3","little","some","40s",2,"Ja",0,"3",11.065855,"male",0.10391051,0.79180282,0,0,0,0,0,1,0,0
"no sibling","low","5","some","some","40s",2,"Ja",NA,NA,NA,"female",-2.2403359,-1.3116957,0,0,0,1,0,0,0,NA
"better","intermediate or high","5","some","a lot","30s",0,"Nee",0,"2",9.6080713,"female",-0.73426211,0.79180282,0,1,0,0,0,0,0,0
"better","intermediate or high","4","little","some",">60",0,"Ja",0,"4",10.543364,"male",0.4717657,-0.14602637,0,0,0,0,1,0,0,0
"better","intermediate or high","4","some","little","40s",1,"Ja",0,NA,10.205182,"male",0.67286134,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","3","some","little","40s",0,"Nee",0,"1",9.0607033,"female",-1.0033734,-0.77916163,0,0,1,0,0,0,0,0
"no sibling","dont know","5","some","some","30s",0,"Nee",NA,NA,NA,"female",0.29711223,-0.77916163,0,0,0,0,1,0,0,NA
"no sibling","low","4","hardly at all","hardly at all",">60",0,"Ja",0,"4",9.3282661,"male",0.53794593,-0.14271231,1,0,0,0,0,0,1,0
"worse","dont know","4","a lot","some","40s",2,"Ja",0,"4",9.9900026,"female",0.47596034,-0.37718052,0,0,1,0,0,0,0,0
"no sibling","low","4","some","little","30s",3,"Ja",NA,NA,10.03903,"female",-1.6417811,-1.3150097,0,1,0,0,0,0,0,NA
"better","intermediate or high","7 zeer goed","some","a lot","40s",1,"Ja",0,"3",9.713048,"male",0.87911451,0.79180282,0,0,1,0,0,0,0,0
"better","intermediate or high","4","some","little","30s",2,"Ja",0,"3",10.797498,"female",0.70391488,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","4","little","little","40s",0,"Nee",0,"3",9.7611227,"female",-0.18503404,0.49042296,0,0,0,0,1,0,0,0
"better","intermediate or high","4","little","a lot","30s",0,"Nee",0,NA,9.2196617,"female",-1.6301496,-1.0103158,0,0,1,0,0,0,0,0
"no sibling","intermediate or high","6","a lot","a lot","40s",0,"Nee",0,"3",10.456949,"male",0.9449876,-0.14602637,0,0,0,0,0,1,0,0
"better","intermediate or high","5","hardly at all","some","30s",3,"Ja",1,"3",10.713809,"female",-1.0263993,-1.3116957,0,1,0,0,0,0,0,1
"better","intermediate or high","5","some","some","30s",3,"Ja",0,"3",10.644578,"male",0.87911451,0.49042296,0,0,0,0,0,1,0,0
"better","intermediate or high","6","a lot","a lot","<30",0,"Nee",0,"1",9.5524626,"female",0.87481648,0.79180282,0,0,0,0,1,0,0,0
"worse","intermediate or high","4","little","some","50s",0,"Nee",NA,NA,9.7875862,"female",0.62180531,0.15866753,0,0,0,0,0,1,0,NA
"better","intermediate or high","5","little","some","30s",0,"Ja",0,"1",10.639224,"female",0.77538347,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","6","little","little","50s",0,"Ja",0,"2",9.7776098,"female",0.5033654,0.15866753,0,0,1,0,0,0,0,0
"worse","intermediate or high","6","a lot","little","<30",0,"Ja",0,"2",9.8242474,"female",0.62841094,0.79180282,0,0,0,0,1,0,0,1
"better","intermediate or high","5","little","little","50s",0,"Ja",1,"3",7.9403248,"female",-0.50131404,-0.14602637,0,0,0,0,0,1,0,0
"worse","intermediate or high","4","some","some","50s",0,"Ja",0,"4",9.9364758,"male",0.66184855,0.79180282,0,0,0,0,0,1,0,0
"better","intermediate or high","6","a lot","a lot","50s",2,"Ja",NA,NA,NA,"female",0.77538347,0.79180282,0,0,0,0,1,0,0,NA
"better","intermediate or high","6","little","some","30s",1,"Ja",0,"3",10.386097,"male",0.96102041,0.79180282,0,0,0,0,0,1,0,1
"better","intermediate or high","6","a lot","a lot","50s",3,"Ja",0,"4",9.9664669,"male",0.65648174,0.79180282,0,0,0,0,1,0,0,0
"better","intermediate or high","5","a lot","a lot","40s",0,"Nee",0,"3",9.9155149,"male",0.9449876,0.79180282,0,0,0,0,0,1,0,1
"worse","intermediate or high","6","little","some",">60",0,"Ja",0,"4",11.172759,"male",1.0239724,0.79180282,1,0,0,0,0,0,1,1
"better","dont know","7 zeer goed","a lot","a lot","30s",0,"Nee",0,"2",8.6025229,"male",0.82730883,0.79180282,0,0,0,0,1,0,0,1
"better","dont know","4","hardly at all","hardly at all",">60",0,"Nee",0,"1",9.6713667,"male",0.52165145,0.79180282,0,0,1,0,0,0,1,0
"better","intermediate or high","4","hardly at all","some","30s",0,"Ja",0,"2",9.9831791,"male",-0.63590866,0.79180282,0,0,0,0,0,1,0,0
"worse","intermediate or high","6","some","a lot","30s",2,"Ja",NA,NA,11.101151,"male",0.89946336,0.79180282,0,0,0,0,0,1,0,NA
"better","intermediate or high","4","hardly at all","little","30s",4,"Ja",0,"2",10.009601,"male",-0.9101308,0.79180282,0,0,0,0,0,1,0,0
"worse","intermediate or high","3","hardly at all","some","40s",3,"Ja",0,"4",10.888902,"female",-0.0479757,0.15866753,0,1,0,0,0,0,0,1
